"ff_id","name_en","name_es","equipment","match_confidence","match_score","dataset_id","dataset_name","media_id","has_instructions_es","can_enrich_description"
"ff_triceps_close_grip_bench_press","Close Grip Bench Press","Press banca agarre cerrado","Barbell","high","0.95","2432","ez-bar close-grip bench press","da4cXST","True","True"
"ff_biceps_chin_up","Chin Up","Dominada supina","Bodyweight","high","0.95","1326","chin-up","T2mxWqc","True","True"
"ff_legs_cossack_squat","Cossack Squat","Sentadilla Cossack","Bodyweight","high","0.95","3643","weighted cossack squats (male)","GWoKnIm","True","True"
"ff_biceps_concentration_curl","Concentration Curl","Curl de concentración","Dumbbell","high","0.95","0297","dumbbell concentration curl","gvsWLQw","True","True"
"ff_back_close_grip_lat_pulldown_machine","Close Grip Lat Pulldown Machine","Jalón cerrado al pecho en máquina","Machine","high","0.95","0673","reverse grip machine lat pulldown","ecpY0rH","True","True"
"ff_back_chin_up","Chin Up","Dominada supina","Bodyweight","high","0.95","1326","chin-up","T2mxWqc","True","True"
"ff_chest_chest_press_machine","Chest Press Machine","Press de pecho en máquina","Machine","high","0.95","1301","machine inner chest press","wDN97Ca","True","True"
"ff_abs_captain_s_chair_leg_raise","Captain's Chair Leg Raise","Elevación de piernas en silla romana","Machine","high","0.95","2963","captains chair straight leg raise","weoDEpH","True","True"
"ff_abs_cable_wood_chop","Cable Wood Chop","Leñador en polea","Cable","high","0.95","0862","cable twist (up-down)","fhZQPlV","True","True"
"ff_back_barbell_incline_row","Barbell Incline Row","Remo inclinado con barra","Barbell","high","0.95","0049","barbell incline row","dmgMp3n","True","False"
"ff_back_dumbbell_incline_row","Dumbbell Incline Row","Remo inclinado con mancuernas","Dumbbell","high","0.95","0327","dumbbell incline row","7vG5o25","True","False"
"ff_back_chest_supported_dumbbell_row","Chest Supported Dumbbell Row","Remo con mancuernas pecho apoyado","Dumbbell","high","0.95","0293","dumbbell bent over row","BJ0Hz5L","True","True"
"ff_back_assisted_pull_up_machine","Assisted Pull Up Machine","Dominada asistida en máquina","Machine","high","0.95","0017","assisted pull-up","kiJ4Z2K","True","True"
"ff_triceps_assisted_dip_machine","Assisted Dip Machine","Fondos asistidos en máquina","Machine","high","0.95","0019","assisted triceps dip (kneeling)","J60bN17","True","True"
"ff_back_assisted_chin_up_machine","Assisted Chin Up Machine","Chin up asistido en máquina","Machine","high","0.95","0572","lever assisted chin-up","MaMuGH6","True","True"
"ff_chest_barbell_bench_press","Barbell Bench Press","Press banca con barra","Barbell","high","0.95","0025","barbell bench press","EIeI8Vf","True","True"
"ff_legs_back_squat","Back Squat","Sentadilla trasera con barra","Barbell","high","0.95","1461","barbell full squat (back pov)","DhMl549","True","True"
"ff_back_australian_pull_up","Australian Pull Up","Dominada australiana","Bodyweight","high","0.95","0499","inverted row","bZGHsAZ","True","True"
"ff_shoulders_arnold_press","Arnold Press","Press Arnold","Dumbbell","high","0.95","2137","dumbbell arnold press","Xy4jlWA","True","True"
"ff_legs_air_squat","Air Squat","Sentadilla libre sin peso","Bodyweight","high","0.95","1685","squat to overhead reach","QChZi3x","True","True"
"ff_abs_ab_wheel_rollout","Ab Wheel Rollout","Rueda abdominal","Bodyweight","high","0.95","0857","wheel rollerout","NAgVB3t","True","True"
"ff_abs_ab_crunch_machine","Ab Crunch Machine","Crunch abdominal en máquina","Machine","high","0.95","0595","lever seated crunch (chest pad)","ZnJHhMk","True","True"
"ff_chest_archer_push_up","Archer Push Up","Flexión arquero","Bodyweight","high","0.95","3294","archer push up","A9qxk2F","True","True"
"ff_cardio_arc_trainer","Arc Trainer","Arc Trainer","Cardio machine","high","0.95","2331","cycle cross trainer","XSCHmiI","True","True"
"ff_biceps_alternating_dumbbell_curl","Alternating Dumbbell Curl","Curl alterno con mancuernas","Dumbbell","high","0.95","1649","dumbbell alternating bicep curl with leg raised on exercise ball","Zwiw7XR","True","True"
"ff_abs_bicycle_crunch","Bicycle Crunch","Crunch bicicleta","Bodyweight","high","0.95","0972","band bicycle crunch","tZkGYZ9","True","True"
"ff_triceps_bench_dip","Bench Dip","Fondos en banco","Bodyweight","high","0.95","0129","bench dip (knees bent)","RrLske5","True","True"
"ff_biceps_bayesian_cable_curl","Bayesian Curl","Curl bayesiano","Cable","high","0.95","0868","cable curl","G08RZcQ","True","False"
"ff_legs_bulgarian_split_squat","Bulgarian Split Squat","Sentadilla búlgara","Dumbbell","high","0.95","2812","dumbbell step-up split squat","QjE2DcA","True","True"
"ff_triceps_bodyweight_triceps_extension","Bodyweight Triceps Extension","Extensión de tríceps con peso corporal","Bodyweight","high","0.95","1771","bodyweight kneeling triceps extension","s0HKO2I","True","True"
"ff_biceps_bodyweight_biceps_curl","Bodyweight Biceps Curl","Curl de bíceps con peso corporal","Bodyweight","high","0.95","1769","bodyweight side lying biceps curl","gscGLOU","True","True"
"ff_calves_barbell_standing_calf_raise","Barbell Standing Calf Raise","Elevación de pantorrilla con barra","Barbell","high","0.95","1372","barbell standing calf raise","8ozhUIZ","True","True"
"ff_shoulders_barbell_overhead_press","Barbell Standing Military Press","Press militar de pie con barra","Barbell","high","0.95","1456","barbell standing close grip military press","wdRZISl","True","False"
"ff_glutes_barbell_glute_bridge","Barbell Glute Bridge","Puente de glúteo con barra","Barbell","high","0.95","1409","barbell glute bridge","qKBpF7I","True","True"
"ff_biceps_barbell_curl","Barbell Curl","Curl de bíceps con barra","Barbell","high","0.95","0023","barbell alternate biceps curl","Yza7XrQ","True","True"
"ff_back_smith_machine_bent_over_row","Smith Machine Bent Over Row","Remo inclinado en máquina Smith","Smith Machine","high","0.95","1359","smith bent over row","ZX9UZmj","True","False"
"ff_back_barbell_row","Barbell Bent Over Row","Remo inclinado con barra","Barbell","high","0.95","0027","barbell bent over row","eZyBC3j","True","False"
"ff_chest_barbell_pullover","Barbell Pullover","Pullover con barra","Barbell","high","0.95","1316","barbell bent arm pullover","cA9FuWG","True","True"
"ff_abs_crunch","Crunch","Crunch abdominal","Bodyweight","high","0.95","0274","crunch floor","TFqbd8t","True","True"
"ff_shoulders_handstand_push_up","Handstand Push Up","Flexión vertical de manos","Bodyweight","high","0.95","3302","handstand","XooAdhl","True","True"
"ff_biceps_hammer_curl","Hammer Bicep Curl","Curl martillo de bíceps con mancuernas","Dumbbell","high","0.95","1646","dumbbell alternate hammer preacher curl","fy7Tgy4","True","False"
"ff_legs_goblet_squat","Goblet Squat","Sentadilla goblet","Dumbbell","high","0.95","1760","dumbbell goblet squat","yn8yg1r","True","True"
"ff_abs_hanging_leg_raise","Hanging Leg Raise","Elevación de piernas colgado","Bodyweight","high","0.95","0472","hanging leg raise","I3tsCnC","True","True"
"ff_back_high_row_machine","High Row Machine","Remo alto en máquina","Machine","high","0.95","0581","lever high row","nZZZy9m","True","True"
"ff_biceps_high_cable_curl","High Cable Curl","Curl alto en polea","Cable","high","0.95","1636","cable overhead curl","wDUqY2u","True","True"
"ff_chest_hex_dumbbell_press","Hex Dumbbell Press","Press hexagonal con mancuernas","Dumbbell","high","0.95","0352","dumbbell neutral grip bench press","pP8wP2P","True","True"
"ff_triceps_ez_bar_skull_crusher","EZ Bar Skull Crusher","Rompecráneos con barra EZ","Barbell","high","0.95","0060","barbell lying triceps extension skull crusher","h8LFzo9","True","True"
"ff_biceps_ez_bar_curl","EZ Bar Curl","Curl de bíceps con barra EZ","Barbell","high","0.95","2404","ez-bar biceps curl (with arm blaster)","tJ5nYqo","True","True"
"ff_cardio_elliptical_trainer","Elliptical Trainer","Elíptica","Cardio machine","high","0.95","2141","walk elliptical cross trainer","rjtuP6X","True","True"
"ff_glutes_fire_hydrant","Fire Hydrant","Fire hydrant","Bodyweight","high","0.95","1423","reverse hyper on flat bench","OrETs32","True","True"
"ff_glutes_glute_bridge","Glute Bridge","Puente de glúteo","Bodyweight","high","0.95","3561","glute bridge march","GibBPPg","True","True"
"ff_legs_front_squat","Barbell Front Squat","Sentadilla frontal con barra","Barbell","high","0.95","0042","barbell front squat","zG0zs85","True","False"
"ff_glutes_frog_pump","Frog Pump","Frog pump","Bodyweight","high","0.95","2571","rocking frog stretch","2Dk4xQV","True","True"
"ff_cardio_jump_rope","Jump Rope","Saltar cuerda","Outdoor","high","0.95","2612","jump rope","e1e76I2","True","True"
"ff_triceps_jm_press","JM Press","JM press","Barbell","high","0.95","0052","barbell jm bench press","ZsiqXYa","True","True"
"ff_back_inverted_row","Inverted Row","Remo invertido","Bodyweight","high","0.95","0499","inverted row","bZGHsAZ","True","True"
"ff_legs_jump_squat","Jump Squat","Sentadilla con salto","Bodyweight","high","0.95","0514","jump squat","LIlE5Tn","True","True"
"ff_cf_thruster","Barbell Thruster","Thruster con barra","Barbell","high","0.95","3305","barbell thruster","f7Y9eDZ","True","False"
"ff_cf_wall_ball","Wall Ball Shot","Lanzamiento al muro (wall ball)","Medicine ball","high","0.95","1353","medicine ball catch and overhead throw","PsVS1QP","True","False"
"ff_cf_burpee","Burpee","Burpee","Bodyweight","high","0.95","1160","burpee","dK9394r","True","False"
"ff_glutes_hip_abductor_machine","Hip Abductor Machine","Abducción de cadera en máquina","Machine","high","0.95","0597","lever seated hip abduction","CHpahtl","True","True"
"ff_cardio_hiking","Hiking","Senderismo","Outdoor","high","0.95","1460","walking lunge","IZVHb27","True","True"
"ff_chest_high_to_low_cable_fly","High To Low Cable Fly","Cruce alto a bajo en polea","Cable","high","0.95","0171","cable incline fly","tBWXbIT","True","True"
"ff_chest_incline_barbell_bench_press","Incline Barbell Bench Press","Press banca inclinado con barra","Barbell","high","0.95","0047","barbell incline bench press","3TZduzM","True","True"
"ff_chest_incline_push_up","Incline Push Up","Flexión inclinada","Bodyweight","high","0.95","0492","incline push up depth jump","CB8WET1","True","True"
"ff_biceps_incline_dumbbell_curl","Incline Bicep Dumbbell Curl","Curl de bíceps inclinado con mancuernas","Dumbbell","high","0.95","0315","dumbbell incline biceps curl","F3xgbjF","True","False"
"ff_chest_incline_dumbbell_bench_press","Incline Dumbbell Bench Press","Press banca inclinado con mancuernas","Dumbbell","high","0.95","0314","dumbbell incline bench press","ns0SIbU","True","True"
"ff_calves_elevated_calf_raise","Elevated Calf Raise","Elevación de pantorrilla en escalón","Bodyweight","high","0.95","1490","standing calf raise (on a staircase)","6HmFgmx","True","True"
"ff_chest_decline_dumbbell_bench_press","Decline Dumbbell Bench Press","Press banca declinado con mancuernas","Dumbbell","high","0.95","0301","dumbbell decline bench press","DwhEmmE","True","True"
"ff_chest_decline_barbell_bench_press","Decline Barbell Bench Press","Press banca declinado con barra","Barbell","high","0.95","0033","barbell decline bench press","GrO65fd","True","True"
"ff_biceps_dumbbell_curl","Dumbbell Curl","Curl de bíceps con mancuernas","Dumbbell","high","0.95","0285","dumbbell alternate biceps curl","BU15nH4","True","True"
"ff_shoulders_dumbbell_front_raise","Dumbbell Front Raise","Elevación frontal con mancuernas","Dumbbell","high","0.95","0310","dumbbell front raise","3eGE2JC","True","True"
"ff_chest_dumbbell_fly","Dumbbell Fly","Aperturas con mancuernas","Dumbbell","high","0.95","0308","dumbbell fly","yz9nUhF","True","True"
"ff_chest_dumbbell_bench_press","Dumbbell Bench Press","Press banca con mancuernas","Dumbbell","high","0.95","0289","dumbbell bench press","SpYC0Kp","True","True"
"ff_chest_diamond_push_up","Diamond Push Up","Flexión diamante","Bodyweight","high","0.95","0283","diamond push-up","soIB2rj","True","True"
"ff_chest_decline_push_up","Decline Push Up","Flexión declinada","Bodyweight","high","0.95","0279","decline push-up","i5cEhka","True","True"
"ff_calves_donkey_calf_raise_machine","Donkey Calf Raise Machine","Elevación burro en máquina","Machine","high","0.95","1253","lever donkey calf raise","C9LuR4A","True","True"
"ff_glutes_donkey_kick","Donkey Kick","Patada de burro","Bodyweight","high","0.95","0228","cable standing hip extension","Kpajagk","True","True"
"ff_chest_decline_chest_press_machine","Decline Chest Press Machine","Press declinado en máquina","Machine","high","0.95","1300","lever decline chest press","vsVoPHt","True","True"
"ff_shoulders_dumbbell_shoulder_press","Dumbbell Shoulder Press","Press de hombro con mancuernas","Dumbbell","high","0.95","0438","dumbbell w-press","vmwLyCg","True","True"
"ff_chest_dumbbell_pullover","Dumbbell Pullover","Pullover con mancuerna","Dumbbell","high","0.95","0288","dumbbell around pullover","vi8EhoE","True","True"
"ff_abs_dead_bug","Dead Bug","Dead bug","Bodyweight","high","0.95","0276","dead bug","iny3m5y","True","True"
"ff_calves_dumbbell_standing_calf_raise","Dumbbell Standing Calf Raise","Elevación de pantorrilla con mancuernas","Dumbbell","high","0.95","0417","dumbbell standing calf raise","dPmaUaU","True","True"
"ff_glutes_curtsy_lunge","Curtsy Lunge","Zancada cruzada","Bodyweight","high","0.95","3769","curtsey squat","gUjqdei","True","True"
"ff_triceps_dumbbell_kickback","Dumbbell Kickback","Patada de tríceps con mancuernas","Dumbbell","high","0.95","0333","dumbbell kickback","W6PxUkg","True","True"
"ff_back_deadlift","Deadlift","Peso muerto","Barbell","high","0.95","0032","barbell deadlift","ila4NZS","True","True"
"ff_glutes_dumbbell_hip_thrust","Dumbbell Hip Thrust","Hip thrust con mancuerna","Dumbbell","high","0.95","3523","glute bridge two legs on bench (male)","aWedzZX","True","True"
"ff_shoulders_dumbbell_lateral_raise","Dumbbell Lateral Raise","Elevación lateral con mancuernas","Dumbbell","high","0.95","0334","dumbbell lateral raise","DsgkuIt","True","True"
"ff_abs_decline_bench_sit_up","Decline Bench Sit-Up","Abdominales en banca declinada","Bench","high","0.75","0282","decline sit-up","QLL2gdc","True","False"
"ff_back_v_bar_lat_pulldown","V Bar Lat Pulldown","Jalón al pecho con barra V","Machine","medium","0.6","0197","cable pulldown (pro lat bar)","qdRxqCj","True","False"
"ff_calves_seated_calf_raise_machine","Seated Calf Raise Machine","Elevación de pantorrilla sentado en máquina","Machine","medium","0.6","0088","barbell seated calf raise","ktsFQAZ","True","True"
"ff_biceps_single_arm_cable_curl","Single Arm Cable Curl","Curl unilateral en polea","Cable","medium","0.6","0190","cable one arm curl","YTur5nR","True","True"
"ff_legs_standing_leg_curl_machine","Standing Leg Curl Machine","Curl femoral de pie en máquina","Machine","medium","0.6","0795","standing single leg curl","C5jncD2","True","True"
"ff_chest_incline_chest_press_machine","Incline Chest Press Machine","Press inclinado en máquina","Machine","medium","0.6","1299","lever incline chest press","jHAnWmT","True","True"
"ff_legs_seated_leg_curl_machine","Seated Leg Curl Machine","Curl femoral sentado en máquina","Machine","medium","0.6","0599","lever seated leg curl","Zg3XY7P","True","True"
"ff_back_cable_parallel_grip_lat_pulldown","Cable Parallel Grip Lat Pulldown","Jalón al pecho con agarre paralelo en polea","Cable","medium","0.5714","0818","twin handle parallel grip lat pulldown","rkg41Fb","True","False"
"ff_calves_leg_press_calf_raise_machine","Leg Press Calf Raise Machine","Elevación de pantorrilla en prensa","Machine","medium","0.5556","1385","lever seated squat calf raise on leg press machine","IeDEXTe","True","True"
"ff_back_seated_row_machine","Seated Row Machine","Remo sentado en máquina","Machine","low","0.5","0861","cable seated row","fUBheHs","True","False"
"ff_legs_hack_squat_machine","Hack Squat Machine","Hack squat en máquina","Machine","low","0.5","0046","barbell hack squat","5VCj6iH","True","True"
"ff_calves_smith_machine_calf_raise","Smith Machine Calf Raise","Elevación de pantorrilla en Smith","Smith Machine","low","0.5","0773","smith standing leg calf raise","6MaEjVA","True","True"
"ff_back_single_arm_dumbbell_row","Single Arm Dumbbell Row","Remo con mancuerna a una mano","Dumbbell","low","0.5","0363","dumbbell one arm upright row","6cKQC5E","True","True"
"ff_back_back_extension_machine","Back Extension Machine","Extensión lumbar en máquina","Machine","low","0.5","0573","lever back extension","rUXfn3R","True","False"
"ff_shoulders_shoulder_press_machine","Shoulder Press Machine","Press de hombro en máquina","Machine","low","0.5","0997","band shoulder press","peAeMR3","True","True"
"ff_glutes_smith_machine_hip_thrust","Smith Machine Hip Thrust","Hip thrust en máquina Smith","Smith Machine","low","0.4","0756","smith hip raise","CqhoytW","True","True"
"ff_cf_sled_pull","Sled Pull","Sled Pull","Sled","none","0.3333","3418","l-pull-up","d1GgzTU","True","False"
"ff_cf_sled_push","Sled Push","Sled Push","Sled","none","0.3333","0662","push-up","I4hDWkc","True","False"
"ff_cf_box_jump","Box Jump","Salto al cajón","Box","none","0.3333","1473","backward jump","SaDOwk7","True","False"
"ff_triceps_machine_dip","Machine Dip","Fondos en máquina","Machine","none","0.3333","0251","chest dip","9WTm7dq","True","True"
"ff_glutes_reverse_hyper_machine","Reverse Hyper Machine","Reverse hyper en máquina","Machine","none","0.3333","0673","reverse grip machine lat pulldown","ecpY0rH","True","True"
"ff_cf_burpee_broad_jump","Burpee Broad Jump","Burpee Broad Jump","Bodyweight","none","0.3333","1160","burpee","dK9394r","True","False"
"ff_back_single_arm_lat_pulldown","Single Arm Lat Pulldown","Jalón al pecho a una mano","Cable","none","0.3333","3563","cable one arm pulldown","U5INZY6","True","False"
"ff_glutes_barbell_hip_thrust","Barbell Hip Thrust","Hip thrust con barra","Barbell","none","0.3333","0058","barbell lying lifting (on hip)","SNFfUff","True","True"
"ff_back_lat_pulldown_classic","Lat Pulldown Classic","Jalón clásico al pecho","Machine","none","0.3333","0197","cable pulldown (pro lat bar)","qdRxqCj","True","False"
"ff_back_chest_supported_row_machine","Chest Supported Row Machine","Remo con pecho apoyado en máquina","Machine","none","0.3333","1301","machine inner chest press","wDN97Ca","True","True"
"ff_shoulders_face_pull","Face Pull","Face pull en polea","Cable","none","0.3333","3418","l-pull-up","d1GgzTU","True","True"
"ff_legs_belt_squat_machine","Belt Squat Machine","Sentadilla con cinturón en máquina","Machine","none","0.25","1004","band squat","TUZLh71","True","True"
"ff_cf_box_step_over","Box Step Over","Step-over en cajón","Box","none","0.25","3671","ski step","5MRH8H2","True","False"
"ff_legs_pendulum_squat_machine","Pendulum Squat Machine","Sentadilla péndulo en máquina","Machine","none","0.25","1004","band squat","TUZLh71","True","False"
"ff_cardio_rowing_machine","Rowing Machine","Remo ergómetro","Cardio machine","none","0.2","1301","machine inner chest press","wDN97Ca","True","True"
"ff_abs_rotary_torso_machine","Rotary Torso Machine","Oblicuos en máquina","Machine","none","0.2","2315","lever rotary calf","MrgP9L6","True","False"
"ff_glutes_glute_drive_machine","Glute Drive Machine","Glute drive en máquina","Machine","none","0.2","1409","barbell glute bridge","qKBpF7I","True","True"
"ff_legs_adductor_machine","Adductor Machine","Aducción de cadera en máquina","Machine","none","0.2","1301","machine inner chest press","wDN97Ca","True","True"
"ff_glutes_hip_thrust_machine","Hip Thrust Machine","Hip thrust en máquina","Machine","none","0.2","1408","band hip lift","E4R8Hz1","True","True"
"ff_chest_pec_deck_fly_machine","Pec Deck Fly Machine","Aperturas en Pec Deck","Machine","none","0.2","0308","dumbbell fly","yz9nUhF","True","True"
"ff_cf_sandbag_lunge","Sandbag Lunges","Sandbag Lunges","Sandbag","none","0",,,,,"False"
